id,observed_on_string,observed_on,time_observed_at,time_zone,created_at,image_url,tag_list,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,taxon_geoprivacy,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
106427651,Wed Feb 09 2022 12:05:36 GMT+0200 (GMT+2),2022-02-09,2022-02-09 10:05:36 UTC,Athens,2022-02-09 10:07:18 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178873691/medium.jpg,"",2,0,"Central District, IL",32.0002979972,34.9646619894,5,,,,5,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106435320,2022/02/08 5:05 AM UTC,2022-02-08,2022-02-08 05:05:00 UTC,UTC,2022-02-09 14:05:47 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178793848/medium.jpeg,"",1,0,"Derech Gva'ot Hakurkar, Ness Ziona, Israel",31.9325005,34.7862559,196,,,,196,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106435340,2022/02/08 5:51 AM UTC,2022-02-08,2022-02-08 05:51:00 UTC,UTC,2022-02-09 14:05:54 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178794429/medium.jpeg,"",1,0,"Derech Gva'ot Hakurkar, Ness Ziona, Israel",31.9325005,34.7862559,196,,,,196,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106449483,2022/02/03 12:59 PM UTC,2022-02-03,2022-02-03 12:59:00 UTC,UTC,2022-02-09 19:14:59 UTC,https://static.inaturalist.org/photos/178821467/medium.jpeg,"",3,0,שניר,33.2425966507,35.6670133379,15,,,,15,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106454322,2022/02/08 5:01 אחרי הצהריים IST,2022-02-08,2022-02-08 15:01:00 UTC,Jerusalem,2022-02-09 20:49:54 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178829108/medium.jpeg,"",1,0,"Rishon LeTsiyon, Israel",31.9547244035,34.7998827259,207,,,,207,,false,Jointed Charlock,Raphanus raphanistrum,Wild radish,Plantae,55411,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Brassicodae,Brassiceae,,Raphanus,,Raphanus raphanistrum,,,,
106454324,2022/02/08 5:09 אחרי הצהריים IST,2022-02-08,2022-02-08 15:09:00 UTC,Jerusalem,2022-02-09 20:49:55 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178829153/medium.jpeg,"",1,0,"Rishon LeTsiyon, Israel",31.9547244035,34.7998827259,207,,,,207,,false,white ramping-fumitory,Fumaria capreolata,white ramping-fumitory,Plantae,57852,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumarieae,,Fumaria,,Fumaria capreolata,,,,
106482169,2022/02/08 10:50 לפני הצהריים IST,2022-02-08,2022-02-08 08:50:00 UTC,Jerusalem,2022-02-10 08:22:37 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178881543/medium.jpeg,"",2,0,"Rosh Haayin, Israel",32.0958903959,34.9707362174,89,,,,89,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106482172,2022/02/08 11:17 לפני הצהריים IST,2022-02-08,2022-02-08 09:17:00 UTC,Jerusalem,2022-02-10 08:22:38 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178881568/medium.jpeg,"",2,0,"Rosh Haayin, Israel",32.0958903959,34.9707362174,89,,,,89,open,false,Vagaria parviflora,Vagaria parviflora,Small-flowered Pancratium,Plantae,780682,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,,Pancratieae,,Vagaria,,Vagaria parviflora,,,,
106482184,2022/02/08 11:47 לפני הצהריים IST,2022-02-08,2022-02-08 09:47:00 UTC,Jerusalem,2022-02-10 08:22:41 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178881617/medium.jpeg,"",2,0,"Rosh Haayin, Israel",32.0958903959,34.9707362174,89,,,,89,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106512025,2022/02/07 9:18 בבוקר UTC,2022-02-07,2022-02-07 09:18:00 UTC,UTC,2022-02-10 21:07:09 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178935812/medium.jpeg,"",1,0,"רחובות, ישראל",31.8916589384,34.8054530082,24,,,,24,,false,white ramping-fumitory,Fumaria capreolata,white ramping-fumitory,Plantae,57852,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumarieae,,Fumaria,,Fumaria capreolata,,,,
106515874,2022/02/08 12:17 אחרי הצהריים UTC,2022-02-08,2022-02-08 12:17:00 UTC,UTC,2022-02-10 22:12:58 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/178943678/medium.jpeg,"",3,0,"רחובות, ישראל",31.8928470505,34.8297592376,73,,,,73,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106560973,2022/02/11 2:32 PM IST,2022-02-11,2022-02-11 12:32:00 UTC,Jerusalem,2022-02-11 18:29:34 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179031866/medium.jpg,"",1,0,"Acre, Israel",32.9104794553,35.0843016733,4,,,,4,,false,white ramping-fumitory,Fumaria capreolata,white ramping-fumitory,Plantae,57852,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumarieae,,Fumaria,,Fumaria capreolata,,,,
106563011,2022/02/11 4:07 PM IST,2022-02-11,2022-02-11 14:07:00 UTC,Jerusalem,2022-02-11 19:15:33 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179034977/medium.jpg,"",1,0,"חצרות יסף, Israel",32.9613119054,35.0790957524,8,,,,8,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106563018,2022/02/11 4:09 PM IST,2022-02-11,2022-02-11 14:09:00 UTC,Jerusalem,2022-02-11 19:15:35 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179035032/medium.jpg,"",1,0,"חצרות יסף, Israel",32.9606188966,35.0785096189,4,,,,4,,false,Strauß-Narzisse,Narcissus tazetta,Bunch-flowered Daffodil,Plantae,56027,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,,Narcisseae,,Narcissus,,Narcissus tazetta,,,,
106593488,2022-02-12 08:51:41,2022-02-12,2022-02-12 06:51:41 UTC,Jerusalem,2022-02-12 06:53:40 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179095777/medium.jpeg,"",3,0,"Golan, IL",32.9546836573,35.733250156,8,,,,8,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106595783,Sat Feb 12 2022 10:26:38 GMT+0200 (GMT+2),2022-02-12,2022-02-12 08:26:38 UTC,Athens,2022-02-12 08:27:31 UTC,https://static.inaturalist.org/photos/179100122/medium.jpg,"",3,0,"Yarkon and Tel Afek National Park, Central District, IL",32.1049785801,34.9308900442,5,,,,5,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106606383,2022-02-12 15:52:54,2022-02-12,2022-02-12 13:52:54 UTC,Jerusalem,2022-02-12 13:53:48 UTC,https://static.inaturalist.org/photos/179119293/medium.jpeg,"",2,0,"הרצליה, ישראל",32.15765405,34.85461018,11,,,,11,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106610322,2022-02-12 12:48:52,2022-02-12,2022-02-12 10:48:52 UTC,Jerusalem,2022-02-12 15:22:20 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179127580/medium.jpeg,"",3,0,Qatsrin,32.9817016071,35.6971737742,8,,,,8,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106683839,Sun Feb 13 2022 11:56:48 GMT+0200 (GMT+2),2022-02-13,2022-02-13 09:56:48 UTC,Athens,2022-02-13 16:28:43 UTC,https://static.inaturalist.org/photos/179268353/medium.jpg,"",4,0,"Северный округ, IL",32.9890866667,35.2833116667,4,,,,4,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106733543,2022/02/13 12:59 PM IST,2022-02-13,2022-02-13 10:59:00 UTC,Jerusalem,2022-02-14 08:06:53 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179362306/medium.jpeg,"",3,0,"Givat Hakurkar, Maagan Michael",32.5687645759,34.9192748072,483,,,,483,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106733549,2022/02/13 1:09 PM IST,2022-02-13,2022-02-13 11:09:00 UTC,Jerusalem,2022-02-14 08:06:55 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179362419/medium.jpeg,"",3,0,"Givat Hakurkar, Maagan Michael",32.5687645759,34.9192748072,483,,,,483,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106733560,2022/02/13 2:02 PM IST,2022-02-13,2022-02-13 12:02:00 UTC,Jerusalem,2022-02-14 08:06:59 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179363327/medium.jpeg,"",2,0,"Givat Hakurkar, Maagan Michael",32.5687645759,34.9192748072,483,,,,483,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106734540,2022/02/13 4:25 PM IST,2022-02-13,2022-02-13 14:25:00 UTC,Jerusalem,2022-02-14 08:59:18 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179365241/medium.jpeg,"",3,0,Gdor Natural Reserve,32.4232340476,34.8736360677,121,,,,121,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106734541,2022/02/13 4:24 PM IST,2022-02-13,2022-02-13 14:24:00 UTC,Jerusalem,2022-02-14 08:59:18 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179365220/medium.jpeg,"",3,0,Gdor Natural Reserve,32.4232340476,34.8736360677,121,,,,121,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106739738,Mon Feb 14 2022 11:38:15 GMT+0200 (GMT+2),2022-02-14,2022-02-14 09:38:15 UTC,Athens,2022-02-14 12:27:20 UTC,https://static.inaturalist.org/photos/179375805/medium.jpg,"",3,0,"רחוב חרמון, כפר ורדים, Северный округ, IL",32.9938133333,35.2763533333,3,,,,3,,false,Ветреница корончатая,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106749055,2022-02-14 10:13:28,2022-02-14,2022-02-14 10:13:28 UTC,UTC,2022-02-14 16:51:07 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179393921/medium.jpeg,"",4,0,"Golan, IL",32.7621638225,35.7251978293,8,,,,8,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106749240,2022-02-14 11:31:24,2022-02-14,2022-02-14 09:31:24 UTC,Jerusalem,2022-02-14 16:54:53 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179394409/medium.jpeg,"",4,0,"Golan, IL",32.762238819,35.7254053652,6,,,,6,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106753021,2022/02/14 3:44 אחרי הצהריים IST,2022-02-14,2022-02-14 13:44:00 UTC,Jerusalem,2022-02-14 18:16:46 UTC,https://static.inaturalist.org/photos/179402066/medium.jpeg,"",4,0,"Golan, IL",33.011997281,35.6898441526,8,,,,8,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106754484,2022-02-14 14:29:48,2022-02-14,2022-02-14 12:29:48 UTC,Jerusalem,2022-02-14 18:47:58 UTC,https://static.inaturalist.org/photos/179405724/medium.jpeg,"",4,0,"Golan, IL",33.0117112012,35.6893423945,190,,,,190,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106754573,2022-02-14 14:29:33,2022-02-14,2022-02-14 12:29:33 UTC,Jerusalem,2022-02-14 18:49:36 UTC,https://static.inaturalist.org/photos/179405765/medium.jpeg,"",4,0,"Golan, IL",33.0112602372,35.688922964,164,,,,164,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106759671,2022/02/14 1:00 PM IST,2022-02-14,2022-02-14 11:00:00 UTC,Jerusalem,2022-02-14 20:26:50 UTC,https://static.inaturalist.org/photos/179413979/medium.jpeg,"",1,0,"HaDarom, Israel",31.1395566667,34.3263033333,,,,,,,false,cheeseweed mallow,Malva parviflora,cheeseweed mallow,Plantae,58202,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malveae,,Malva,,Malva parviflora,,,,
106759681,2022/02/14 9:57 AM IST,2022-02-14,2022-02-14 07:57:00 UTC,Jerusalem,2022-02-14 20:26:54 UTC,https://static.inaturalist.org/photos/179414506/medium.jpg,"",4,0,"HaDarom, Israel",31.4421537997,34.5215030997,,,,,,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106761860,2022/02/12 11:38 AM IST,2022-02-12,2022-02-12 09:38:00 UTC,Jerusalem,2022-02-14 21:11:05 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179417817/medium.jpg,"",1,0,"Alonei Aba Reserve, Israel",32.7406347752,35.1720909044,31,,,,31,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106797512,2022/02/15 2:03 אחרי הצהריים IST,2022-02-15,2022-02-15 12:03:00 UTC,Jerusalem,2022-02-15 14:20:51 UTC,https://static.inaturalist.org/photos/179488314/medium.jpeg,"",3,0,קצרין,32.983882069,35.6852459908,31,,,,31,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106797513,2022/02/15 2:03 אחרי הצהריים IST,2022-02-15,2022-02-15 12:03:00 UTC,Jerusalem,2022-02-15 14:20:51 UTC,https://static.inaturalist.org/photos/179488276/medium.jpeg,"",3,0,קצרין,32.983882069,35.6852459908,31,,,,31,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106804470,2022/02/12 1:57 PM IST,2022-02-12,2022-02-12 11:57:00 UTC,Jerusalem,2022-02-15 16:47:03 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179499825/medium.jpg,"",1,0,"Ein Afek Reserve, Israel",32.8473011493,35.1098642622,4,,,,4,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106817005,Fri Feb 11 2022 11:24:20 GMT+0200 (GMT+2),2022-02-11,2022-02-11 09:24:20 UTC,Athens,2022-02-15 20:56:07 UTC,https://static.inaturalist.org/photos/179525845/medium.jpg,"",3,0,"Southern District, IL",31.5032333333,34.6902616667,4,,,,4,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106874000,2022/02/14 9:50 בבוקר UTC,2022-02-14,2022-02-14 09:50:00 UTC,UTC,2022-02-16 19:56:17 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179632099/medium.jpeg,"",2,0,"רחובות, ישראל",31.9158874162,34.8308704829,196,,,,196,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106883616,2022-02-16 12:34:00,2022-02-16,2022-02-16 10:34:00 UTC,Jerusalem,2022-02-16 22:43:15 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179652467/medium.jpeg,"",2,0,"יפה רום/האזוב, ירושלים",31.7354678889,35.1858138889,,,,,,,false,כלנית מצויה,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106904829,2022-02-17 09:48:45,2022-02-17,2022-02-17 07:48:45 UTC,Jerusalem,2022-02-17 07:49:03 UTC,https://static.inaturalist.org/photos/179693903/medium.jpeg,"",4,0,"ירושלים, ישראל",31.76819887,35.22525877,9,,,,9,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106904905,2022-02-17 09:54:00,2022-02-17,2022-02-17 07:54:00 UTC,Jerusalem,2022-02-17 07:54:33 UTC,https://static.inaturalist.org/photos/179694132/medium.jpeg,"",4,0,"צומת אבו תור/דרך חברון, ירושלים, ישראל",31.76812443,35.22573223,4,,,,4,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106929410,2022/02/08 11:09 AM IST,2022-02-08,2022-02-08 09:09:00 UTC,Jerusalem,2022-02-17 18:47:16 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179739828/medium.jpeg,"",3,0,"Rosh Haayin, Israel",32.1007867917,34.9783600688,70,,,,70,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106936885,2022/02/15 10:32 AM UTC,2022-02-15,2022-02-15 10:32:00 UTC,UTC,2022-02-17 20:39:09 UTC,https://static.inaturalist.org/photos/179753204/medium.jpeg,"",4,0,חספין,32.8488264398,35.7824733638,122,,,,122,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106959153,2022-02-18 08:29:00,2022-02-18,2022-02-18 06:29:00 UTC,Jerusalem,2022-02-18 06:32:30 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179796662/medium.jpeg,"",3,0,"Golan, IL",33.1327449524,35.7711081952,4,,,,4,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106963199,2022-02-18 10:52:22,2022-02-18,2022-02-18 08:52:22 UTC,Jerusalem,2022-02-18 08:54:32 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179804405/medium.jpeg,"",2,0,"Sha'ar HaNegev Regional Council, Israel",31.5001049042,34.7003364561,,,,,,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
106965289,2022-02-11,2022-02-11,,Jerusalem,2022-02-18 10:05:49 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179807787/medium.jpeg,"",2,0,חנוך אלבק,31.7567270819,35.2235144377,49,,,,49,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
107037848,2022/02/11 11:29 AM IST,2022-02-11,2022-02-11 09:29:00 UTC,Jerusalem,2022-02-19 14:57:17 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179944882/medium.jpeg,"",2,0,"Ramla, Israel",31.8599099485,34.9197078608,4,,,,4,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
107045338,2022/02/16 11:38 לפני הצהריים IST,2022-02-16,2022-02-16 09:38:00 UTC,Jerusalem,2022-02-19 16:59:11 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/179952499/medium.jpeg,"",1,0,"Rehovot, Israel",31.9360700669,34.7284221406,70,,,,70,,false,white ramping-fumitory,Fumaria capreolata,white ramping-fumitory,Plantae,57852,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumarieae,,Fumaria,,Fumaria capreolata,,,,
107097151,2022-02-16,2022-02-16,,UTC,2022-02-20 09:18:12 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/180057240/medium.jpeg,"",3,0,רמת יוחנן,32.7934566786,35.1222077385,750,,,,750,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
107108136,2022/02/17 11:01 לפני הצהריים IST,2022-02-17,2022-02-17 09:01:00 UTC,Jerusalem,2022-02-20 14:34:25 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/180077931/medium.jpeg,"",2,0,"Yizrael, Israel",32.597985544,35.2343317405,61,,,,61,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
107114331,2022-02-20 09:52:27,2022-02-20,2022-02-20 07:52:27 UTC,Jerusalem,2022-02-20 16:18:51 UTC,https://static.inaturalist.org/photos/180090652/medium.jpeg,"",3,0,"חוף הכרמל, ישראל",32.7650336997,34.9536342997,,,,,,,false,poppy anemone,Anemone coronaria,poppy anemone,Plantae,244745,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Anemoneae,,Anemone,,Anemone coronaria,,,,
